Node_ID,Hop_Count,Transmission_Delay,Buffer_Occupancy,Channel_Utilization,Energy_Level,Link_Quality,Congestion_Status,Packet_Size,PDR,Traffic_Class,Routing_Algorithm,Latency_Category
179,4,24.045793453165054,65.09734671509541,7.558361385406698,0.8899133763628625,0.5581711838904407,Low,1024,0.7673107527095457,High-Priority,OLSR,Medium Latency
180,2,31.412522614596668,54.543186940690546,95.1423220845566,0.9919627472386433,0.34700233541219994,Low,1024,0.8481547587124301,High-Priority,AODV,Medium Latency
181,6,43.6964879978983,6.227310588188562,29.729079030733363,0.2940674621767778,0.9328676901266331,High,64,0.9884806076724637,High-Priority,AODV,High Latency
182,6,49.205765113044826,51.25026487703317,9.206698608247542,0.21031855628579366,0.9226451396035721,Low,128,0.9308926491650964,Normal,DCPO-AdaBoost,High Latency
183,1,38.43684335183946,80.64036172328395,59.90445871503815,0.7653633638580407,0.5023718199720955,Medium,128,0.8464928928477535,High-Priority,AODV,High Latency
184,9,20.946562430149957,45.923987759695805,62.36487782902661,0.2530263409202532,0.3278839940182585,Medium,512,0.8013157433686651,Normal,DSR,Medium Latency
185,6,21.125714413625804,5.195657755426842,64.85048201186882,0.8655623831722035,0.7371324139566391,Low,1024,0.8647805480045327,High-Priority,OLSR,Medium Latency
186,3,36.90535684928569,78.6278199384033,26.74020278575413,0.10284259215747671,0.03671294348306664,Medium,256,0.9245082500285859,High-Priority,AODV,High Latency
187,4,12.014979573838286,20.13637821359744,1.5110684214475034,0.12595519637935826,0.47476900604365124,Low,256,0.93517857653584,High-Priority,DSR,Low Latency
188,4,5.6126582452565925,25.862083488803876,96.50153694544719,0.9791515551006156,0.33632339427033353,Medium,512,0.7973826394290834,Normal,OLSR,Low Latency
189,3,17.79564566627475,16.47063534322959,25.089304569110247,0.6738388982700046,0.9205358851025547,Medium,128,0.9163477804641631,Normal,DSR,Low Latency
190,3,14.433225683538678,33.02150648714976,67.60262880525475,0.8468872244289528,0.012003027272682543,Low,256,0.8973366340108558,Normal,DSR,Medium Latency
191,3,14.885775210753904,75.6751505688635,70.66298698787095,0.324329377351518,0.5528148757183491,Low,128,0.9877336875988882,Normal,AODV,Medium Latency
192,4,11.757026777390506,51.93858595039374,61.00074170794857,0.6764837495206044,0.740663581066626,High,512,0.9793270871524045,High-Priority,OLSR,Low Latency
193,7,2.200450162854458,20.488127415071254,31.290739421364822,0.5942418273085972,0.48501798752404124,Low,128,0.9368137976810731,High-Priority,DSR,Low Latency
194,4,0.991909343197349,87.78300781520409,27.109625376406576,0.603150120122947,0.08540303016272166,Low,128,0.9170184066564785,Normal,DCPO-AdaBoost,Low Latency
195,9,49.387347247827975,87.95818549515292,59.76682827027031,0.6825324595377216,0.9724613900279022,High,128,0.7822124769112827,Normal,OLSR,High Latency
196,1,21.445879373419533,87.05784250460069,86.60956336116915,0.5753591731290986,0.5180104313760979,Low,256,0.95378957682956,Normal,DCPO-AdaBoost,Medium Latency
197,8,19.277899693268118,23.87962113815393,94.67337289233956,0.42906236930266595,0.6141862443190114,Low,64,0.8282517111140099,High-Priority,AODV,Medium Latency
198,7,34.014399406384186,45.12393441809881,10.590580440375764,0.27592269438054684,0.23660978270750732,High,1024,0.7816721627518134,Normal,DCPO-AdaBoost,High Latency
199,2,10.9908690044667,98.49896561408751,15.482861259771985,0.768581330913202,0.4834980851068038,Low,128,0.8152482273860387,Normal,OLSR,Medium Latency
200,8,47.503063079116245,77.20124763099903,94.47362587830797,0.2262724300031862,0.42914949195832186,Low,128,0.9507806470049524,High-Priority,DSR,High Latency
201,1,39.338616219336046,2.716742122555982,73.65352283347926,0.6923543061544142,0.07489584200198374,High,128,0.7445899646733655,Normal,DSR,High Latency
202,9,4.561609015381749,6.5204591260492055,88.29938248297731,0.23333282264932664,0.10616035354746722,High,64,0.8368476223359467,High-Priority,OLSR,Low Latency
203,9,20.937280711667928,46.39313768123328,20.263263413534315,0.6253301699544539,0.8374725196187746,Medium,512,0.8477072783588468,High-Priority,DSR,Medium Latency
204,2,43.96800354735202,90.92202058615601,58.758587110940184,0.7470782671290289,0.23981995220659025,Low,256,0.7109889092796458,High-Priority,DCPO-AdaBoost,High Latency
205,7,47.242127912341374,53.870179795271426,70.11395944174737,0.2187138889065392,0.19495827149863054,Medium,64,0.7587238088644496,High-Priority,DSR,High Latency
206,3,23.4233354113685,49.781250803429025,68.01118854469726,0.05994330086130828,0.5049114512501393,Medium,128,0.9480227285727569,High-Priority,DSR,Medium Latency
207,7,30.709228321614315,10.547369995663058,40.81516908666981,0.13097374299417408,0.7687471313625129,High,64,0.9492302165784282,Normal,DCPO-AdaBoost,Medium Latency
208,9,8.434993909994553,65.6780104724294,1.5394891691308477,0.6059969672710255,0.06194651857898792,Low,64,0.7877245251652744,Normal,DCPO-AdaBoost,Low Latency
209,4,49.55931444423513,82.21031606002255,58.29260568042631,0.8494464062257355,0.5768079196382558,Low,64,0.9624691703793778,High-Priority,DCPO-AdaBoost,High Latency
210,1,11.660417899033824,38.04200075075623,25.310153917960875,0.04499682123542437,0.11921044284057336,High,512,0.9315348817205044,High-Priority,AODV,Medium Latency
211,2,47.14231552934277,77.56118509253275,45.02542461428904,0.7341512590416462,0.03646105082561846,Medium,1024,0.8253722451386228,Normal,DCPO-AdaBoost,High Latency
212,1,32.517367784719184,96.44766539008116,95.75810150838173,0.3413186459500521,0.05274395216221739,High,256,0.9245219033215113,Normal,DCPO-AdaBoost,High Latency
213,5,30.42606606445507,20.376645912768907,39.903531764243475,0.4785283699195225,0.8341641082084413,Low,512,0.9884003893584419,High-Priority,AODV,Medium Latency
214,5,25.683156699723778,52.33296311947413,83.98016066644267,0.9288595498455656,0.11797248362806156,High,512,0.8376909154196046,Normal,DSR,Medium Latency
215,7,11.610423604716157,28.713795808457554,18.854060574925114,0.33197150473584547,0.04515136441229195,Low,1024,0.7715281536860451,Normal,DCPO-AdaBoost,Low Latency
216,9,8.908748797074862,79.28544190338394,67.24604980250288,0.46533693393948605,0.4378998871429123,Medium,512,0.9825449500150467,High-Priority,OLSR,Medium Latency
217,9,11.10226183260175,57.75933658811575,97.70069544389435,0.013682414760681105,0.8439934719420248,Low,64,0.8811232865689769,Normal,DCPO-AdaBoost,Medium Latency
218,3,9.4032692809983,63.45824175503038,10.189310087293679,0.08159872000483837,0.26240837648930193,Medium,64,0.7315795487441276,Normal,DCPO-AdaBoost,Low Latency
219,3,39.00126523098099,79.79141596158941,0.8319942227192012,0.258591591134784,0.4217126175259164,Medium,128,0.8718048447570068,Normal,AODV,High Latency
220,3,17.571250432419834,39.59704726624549,43.35827926326144,0.027852240821074403,0.03992253256375122,Low,512,0.8501742668344896,Normal,OLSR,Medium Latency
221,4,2.986349560513479,91.50900684070432,9.26254830513672,0.631375326048251,0.4490785141348759,Low,128,0.9566766682226691,High-Priority,DSR,Low Latency
222,8,48.45822124402648,53.302886724614,74.83843496762313,0.4263983568016225,0.5776130806371337,Medium,256,0.8592085569290564,Normal,DSR,High Latency
223,6,44.20091565967494,15.7954822835348,91.45486638485589,0.548145202728022,0.5709070537521448,High,64,0.776569730303285,High-Priority,OLSR,High Latency
224,8,46.39483893144113,69.58991181688025,43.402097270875885,0.17464718589632955,0.33242669217436516,Low,256,0.9026932191594665,Normal,DCPO-AdaBoost,High Latency
225,1,49.74590035005712,79.32613504382545,25.871164215544095,0.2959320294366161,0.3155331806631355,Medium,1024,0.862772635760674,High-Priority,AODV,High Latency
226,8,8.777372936052416,31.67616770675267,43.44033190066098,0.6638244748527251,0.10662361893659789,Medium,64,0.7699133884800617,High-Priority,OLSR,Low Latency
227,4,19.87247674324267,85.7179256998753,72.3447817850001,0.9653027236303998,0.3667983206462684,High,256,0.8720883573828724,Normal,OLSR,Medium Latency
228,1,37.936099937634154,90.61432547657664,0.9054161580370979,0.0504167736022092,0.09949466887296465,Low,1024,0.9464606733669059,High-Priority,DSR,High Latency
229,8,34.831428840884236,27.690448737780894,58.945398948469716,0.8903843208552661,0.7665959447120516,Medium,256,0.7085712753172031,High-Priority,AODV,Medium Latency
230,4,7.779405726358767,98.3521472715222,61.329168488737906,0.5768812013112085,0.9662742977481859,High,1024,0.8892553115935335,High-Priority,OLSR,Low Latency
231,6,40.810072937031826,14.071152804875842,63.76882468959355,0.5639195667556237,0.9700744566667069,Medium,1024,0.8048755587353176,High-Priority,AODV,High Latency
232,8,11.299584534649366,20.201566840248997,24.202207998087722,0.5002785352077603,0.8650710993753938,Low,64,0.7878014337278272,High-Priority,DCPO-AdaBoost,Low Latency
233,4,11.268498979648891,18.422483923802613,71.40527233781268,0.06939408590418339,0.6007921493396191,High,128,0.8177763251083333,Normal,DSR,Low Latency
234,3,26.895023702381337,89.39897100078704,9.13914863317764,0.08987685173616067,0.7008656972438799,Medium,1024,0.8026067992743945,High-Priority,DCPO-AdaBoost,Medium Latency
235,9,29.687702748600987,65.42925523249619,19.92703364668008,0.6009120056590861,0.28520580268041407,High,1024,0.9496717320125325,High-Priority,AODV,Medium Latency
236,3,29.04630177110678,15.210428322227287,87.74700466544819,0.3409585714355583,0.6307704201726206,Low,64,0.7824393432303701,Normal,DCPO-AdaBoost,Medium Latency
237,9,4.665193186147968,44.032341836834895,73.87231507265663,0.9172680665776807,0.45564954943987745,High,128,0.9199459069319755,Normal,DSR,Low Latency
238,2,43.88529704525598,61.529802506980204,1.3745554011345251,0.40659053735947226,0.4820173397769325,Low,512,0.7282179460685766,High-Priority,AODV,High Latency
239,2,13.353442125176432,8.34640849893833,24.83762603698002,0.14328145870264108,0.757776560375158,Medium,512,0.9854189117453247,Normal,OLSR,Low Latency
240,2,6.562794572011928,88.24163684073388,21.440648299316457,0.714718833502036,0.28191835559725165,Low,128,0.8866949911745655,Normal,DCPO-AdaBoost,Low Latency
241,6,44.448529185461965,80.36035354415351,27.080632803697256,0.29335342144100984,0.3180396116945199,Medium,256,0.912015573113368,Normal,DSR,High Latency
242,3,47.78700976166469,50.52067735766382,24.755977027988642,0.5254703073558932,0.9246417911286366,Medium,64,0.7894117996283353,Normal,OLSR,High Latency
243,9,43.120168101545985,96.71266152591704,6.252629574284574,0.69783278550517,0.056224294850972245,Low,128,0.8236289706124343,Normal,DSR,High Latency
244,4,40.49485212877141,41.77609792750997,45.894051659682034,0.9002641112020704,0.4856342984133404,Medium,512,0.7671335158812929,Normal,AODV,High Latency
245,1,32.796574833887185,98.41103190364979,73.27334747861651,0.7921911948016761,0.9128008004078617,High,1024,0.9797608257406671,High-Priority,AODV,High Latency
246,4,27.58778279339605,66.79199988036271,60.67317247174364,0.6763610678727241,0.610363007818157,Medium,512,0.8464313341304133,High-Priority,DCPO-AdaBoost,Medium Latency
247,1,4.440639319579366,63.467127325394145,67.28716685980798,0.6796331823951436,0.5464070742121321,Low,1024,0.889134434697397,Normal,DSR,Low Latency
248,5,20.481815332227868,16.5954895295785,8.114917853623915,0.9459246440320865,0.2497441792293552,High,64,0.9202816091592146,Normal,DSR,Medium Latency
249,4,18.69715699891447,88.1927758304644,95.14907101767872,0.29582409749653604,0.34327548906444827,High,1024,0.8113318273298616,High-Priority,DSR,Medium Latency
250,8,13.061713809640278,42.74896879206152,83.84918338430248,0.0011120941961874076,0.8520484158046929,Medium,128,0.9160304963617424,Normal,AODV,Medium Latency
251,8,36.19866367306039,16.223340578247935,80.50903184956627,0.2719545593981987,0.5592181317684581,Medium,1024,0.9027977469269021,High-Priority,DCPO-AdaBoost,High Latency
252,7,24.844199180430664,1.260751997575904,82.29838050417675,0.217891379626744,0.5147421937567799,Low,256,0.9116978001621839,Normal,DSR,Medium Latency
253,3,4.144206173791631,55.975568363838256,93.27105081327613,0.6618345851139982,0.09957971354002892,High,128,0.8467689700613839,High-Priority,DSR,Low Latency
254,1,11.087141777295585,52.739962212267635,54.42539661136977,0.633711599765529,0.01602815645512312,Low,64,0.8148812146874851,High-Priority,OLSR,Medium Latency
255,1,34.194612306613834,71.93536223691585,20.02820178676259,0.5934613827047238,0.9636851886870491,Medium,128,0.766624656462697,Normal,DSR,Medium Latency
256,3,3.8989298885659793,89.02580530178021,61.678360785254114,0.0162434432094537,0.37698616728684164,High,256,0.9473879058402679,Normal,DCPO-AdaBoost,Low Latency
257,6,42.57522501103356,7.9406584643029525,74.2881493667939,0.7287780544506475,0.6032130620995043,Low,64,0.8825050139595036,Normal,OLSR,High Latency
258,7,24.80781169799732,73.14964903403623,73.79173933540254,0.3235304124854915,0.07971507318728499,Low,512,0.8333056588292485,Normal,OLSR,Medium Latency
259,6,24.081270208599737,18.741194409758222,52.14490241668801,0.6650559890066311,0.6831142857230466,Low,256,0.9831987720131834,High-Priority,OLSR,Medium Latency
260,6,29.661148454509927,85.8177053157164,6.845871933357806,0.5565784285021533,0.9325667087059609,Low,64,0.7143516437521116,Normal,AODV,Medium Latency
261,6,41.25158019966494,81.90635138616561,37.11129384301278,0.3427309254279072,0.5756652529974197,Low,1024,0.9550515835615143,High-Priority,OLSR,High Latency
262,3,17.455679474319435,54.07937549855444,92.07666084633573,0.13457626710410775,0.12611532237541057,High,128,0.9992747778837917,Normal,DSR,Medium Latency
263,6,33.93300601269727,71.02427986233116,58.4448909757426,0.09441889766048095,0.5817215274734767,Low,64,0.9660826332648602,High-Priority,AODV,High Latency
264,8,28.330025003389974,31.43501131837484,53.83319432557134,0.8315183331122236,0.7663472131046524,High,128,0.9431309756846875,Normal,AODV,Medium Latency
265,2,13.424710681454123,47.116789893281464,26.885351438219352,0.918397542081558,0.40641653657401866,Low,1024,0.8122917980218973,Normal,AODV,Low Latency
266,5,43.94363631912238,82.16368977104716,36.84489199165789,0.6497880467642996,0.8798377479414679,Medium,64,0.769394254678688,High-Priority,AODV,High Latency
267,1,39.891558478185715,45.92651971732139,89.53460891531692,0.10343411486048337,0.6486829533573645,Medium,512,0.9204551561498804,Normal,AODV,High Latency
268,1,32.95674654945543,35.77982653254418,66.64630475268358,0.4020272168882407,0.8992489182892025,Low,256,0.7913726098865705,Normal,AODV,Medium Latency
269,5,42.544028281802674,49.421244725029986,78.73870267523328,0.7289392001051572,0.6235053112473372,Medium,64,0.7528119046464912,Normal,AODV,High Latency
270,3,43.37798062789414,82.82492524372184,45.434542306765515,0.7798208840100681,0.13128797200482423,High,1024,0.9359577661310774,Normal,OLSR,High Latency
271,4,35.44731253808023,33.520804737087275,63.024721945615795,0.1182186222910886,0.3096917111051891,Low,64,0.7937630956710167,Normal,DCPO-AdaBoost,High Latency
272,3,41.86696508534723,17.37615931357438,24.838360874320752,3.071884538241587e-05,0.20179494825245692,High,128,0.9743325188462015,High-Priority,DSR,High Latency
273,1,34.903825937297256,71.20140203307808,70.54608302834863,0.712137045880605,0.9088264977168623,Low,64,0.9521897934457375,Normal,DSR,High Latency
274,1,34.03902451083899,82.59782127080818,42.76013337033373,0.35659617598620563,0.7604000672874827,Medium,512,0.9542920988527765,High-Priority,OLSR,High Latency
275,5,30.968707772937698,10.063747852353334,44.25455148147456,0.25448133161826025,0.676398368910006,High,64,0.9314709178167478,Normal,OLSR,Medium Latency
276,6,37.6605603139263,23.98741127559447,64.93223245768817,0.01289746978952544,0.3009663196316217,Medium,256,0.964264427132421,Normal,AODV,High Latency
277,3,8.014394754124378,14.19719897609939,93.62806214689266,0.5402994067614997,0.18404477205021352,Medium,64,0.941724067653436,High-Priority,DCPO-AdaBoost,Low Latency
278,9,44.05545088402653,34.79414115821666,6.400634660862092,0.8511507354259817,0.7564510879889118,Low,128,0.8807534090724186,High-Priority,AODV,High Latency
279,5,43.604992034487076,45.035097890541266,82.47432373470076,0.9576316462725879,0.47415794587907967,High,64,0.788746815574559,High-Priority,OLSR,High Latency
280,8,1.5594394234245015,74.88263369633064,29.238311041219312,0.5657449506132892,0.22578955215062912,Medium,512,0.9664627579642446,High-Priority,AODV,Low Latency
281,1,41.308255853181656,65.11475848816741,44.391945450637785,0.5144613277398942,0.6166219781652751,Low,1024,0.9521810868319576,High-Priority,DSR,High Latency
282,5,6.530606386924915,62.092856747843115,2.1913328775008956,0.0850563854892411,0.040333852138451975,Low,64,0.8418637966631635,Normal,DSR,Low Latency
283,3,16.822430827531182,35.23749466096544,30.1046077834313,0.5488728015425998,0.3261702541282535,Low,64,0.7117236058005865,High-Priority,AODV,Medium Latency
284,1,37.20106198895123,84.144755308476,50.26312426301305,0.3799790789653946,0.46855699459113465,Medium,256,0.891563118220574,High-Priority,DCPO-AdaBoost,High Latency
285,4,8.121918812810579,47.128716739816454,5.617607734743901,0.6071352808835769,0.14795833410940584,Low,512,0.7151790561029745,Normal,AODV,Low Latency
286,5,40.91655450354121,97.91049380151546,49.10957293831652,0.3887263478765467,0.9846544775908396,High,1024,0.9778839885545222,Normal,AODV,High Latency
287,7,41.62349548009132,63.41421382957368,92.71106288584274,0.24029912345036675,0.20909736458961425,High,128,0.9884893769875921,High-Priority,DCPO-AdaBoost,High Latency
288,1,25.422639914665726,12.626474156450273,10.539321810780521,0.0949652752283765,0.13035313004326554,Medium,64,0.7568470437698812,High-Priority,DCPO-AdaBoost,Medium Latency
289,3,0.41865499866999567,67.6177562075434,76.44407280755044,0.31491844458889573,0.2035348738868964,High,1024,0.902916813416473,High-Priority,DCPO-AdaBoost,Low Latency
290,2,14.423202845428147,32.5104015431699,40.967105337599264,0.09664483428775228,0.7690611331597242,Low,128,0.7276807013688288,Normal,DSR,Medium Latency
291,9,30.884653226949535,68.63271966860974,65.5173714524338,0.17689695082398393,0.4255056592718428,Medium,512,0.9188550785719366,High-Priority,AODV,High Latency
292,6,49.06119028356843,6.964114816240574,26.023659798522935,0.9873361585795459,0.565415939752538,Low,512,0.8041862998458024,Normal,OLSR,High Latency
293,3,31.627494998131752,17.48814371759594,15.949226254135828,0.4441035569066186,0.021009156986360744,Medium,1024,0.9043150335191336,Normal,DCPO-AdaBoost,Medium Latency
294,8,13.064198695101574,85.57372589057863,16.046261427122644,0.5318717665050166,0.034431308573314556,Medium,128,0.8118629527606533,Normal,DCPO-AdaBoost,Medium Latency
295,8,31.73688458467061,22.71795570235149,7.049194564314465,0.8736185287372153,0.44582554982701617,Low,512,0.7436702529499707,Normal,AODV,Medium Latency
296,2,27.04527044782119,83.704112524294,18.564670490124303,0.9955689004906878,0.8166552432016235,High,1024,0.8218329941507674,High-Priority,OLSR,Medium Latency
297,6,39.01428521804207,27.927608845441043,66.42193849889682,0.5827144493446815,0.8852388787075652,High,512,0.733802057990437,Normal,AODV,High Latency
298,7,5.438333877465224,64.28819100587077,88.16906118435081,0.8124738210441717,0.08670656759564022,Medium,512,0.8730649824930837,Normal,AODV,Low Latency
299,2,38.0752923348512,69.4150573509831,81.41256855911618,0.32694102433667527,0.5383631021010228,Low,512,0.7122854596448439,High-Priority,DCPO-AdaBoost,High Latency
300,2,27.109202275937903,51.265475314505295,68.51343098744842,0.3057439574472911,0.9132296862792705,Low,256,0.8581959038799579,Normal,DCPO-AdaBoost,Medium Latency
301,1,48.153300992563835,30.531067669673128,11.043186341110268,0.4027037209945602,0.38797275439788637,Medium,128,0.9659105941286623,High-Priority,DSR,High Latency
302,8,17.159421085330436,21.264437637109612,28.918744629594983,0.6725072626736491,0.8295658314283686,High,1024,0.9513619810358088,Normal,OLSR,Low Latency
303,1,31.667832467384013,3.318935456242622,30.980687532246897,0.6821916892550988,0.1336956543994362,Low,1024,0.964834509887949,High-Priority,OLSR,Medium Latency
304,9,46.60820246494987,30.39464012407238,24.99569463976212,0.3152394346494508,0.9353944896677987,High,128,0.9766146406381322,Normal,DCPO-AdaBoost,High Latency
305,6,5.215235426734894,65.3162790531283,51.50056597097231,0.1332099241366287,0.7514233175313026,High,128,0.7313583663627082,Normal,DCPO-AdaBoost,Low Latency
306,7,46.867701513098915,93.83048184484826,53.55538148796726,0.6323962564655086,0.9413343927869017,Medium,128,0.7386241608627139,High-Priority,DCPO-AdaBoost,High Latency
307,7,34.42549754281059,87.1204482263052,35.68859751711102,0.12832586218876452,0.6766172335525065,Medium,128,0.8671020418939386,Normal,OLSR,High Latency
308,3,3.485069249348078,76.60647765353026,35.3789158736436,0.5784925082293301,0.363403931999427,High,64,0.9681918005273288,Normal,DSR,Low Latency
309,2,15.11808199064613,78.84473432532987,82.85555979060814,0.693422128056309,0.9381811725247224,Low,1024,0.9923048369572092,High-Priority,OLSR,Medium Latency
310,9,35.43778722339955,66.49849034759953,78.92928483196856,0.7006114963944516,0.2755667763091785,Low,64,0.7138785752019999,Normal,DCPO-AdaBoost,High Latency
311,8,3.460795013291708,26.0286857566003,30.779583168074566,0.7534721106595967,0.33217252206173253,Medium,512,0.806732225260198,Normal,DCPO-AdaBoost,Low Latency
312,7,29.150305962796036,90.71950307058299,91.37884438732593,0.8728594215656645,0.7008084180017403,High,512,0.763868276397998,High-Priority,DSR,Medium Latency
313,9,17.35956454195254,67.0732311905834,95.2815017002506,0.49995899196478844,0.7653162995253863,Low,1024,0.9267897546793744,High-Priority,AODV,Medium Latency
314,4,31.08368433659711,56.04406309804399,32.67425420300408,0.7302491895295712,0.9294034838491538,Low,512,0.8920581605611095,High-Priority,AODV,Medium Latency
315,4,2.382527487244391,11.098946921348107,35.442494879305485,0.6191727353658367,0.2048024090562095,Medium,128,0.7359664094451536,High-Priority,OLSR,Low Latency
316,1,43.58968662700357,44.70555438064254,50.56341534219588,0.18663993979768256,0.797998035219224,High,64,0.8450566202094915,High-Priority,AODV,High Latency
317,8,48.677099561952105,46.03582712019263,94.11208125336735,0.025689644869408168,0.7385460533969634,Low,128,0.9056321567113874,Normal,AODV,High Latency
318,3,48.447004978756006,86.45636095226699,87.63194331423115,0.28454138567693377,0.06379455625359787,Medium,512,0.9337016181772113,High-Priority,OLSR,High Latency
319,7,37.50762640397194,54.66482201877885,10.25679625835898,0.4430337063376194,0.38722314121020696,Low,64,0.7060158129352025,Normal,DCPO-AdaBoost,High Latency
320,2,6.591303382518535,38.04005489704097,39.27307432714162,0.6171059444286563,0.2827654570600986,Low,128,0.9671408721951669,High-Priority,AODV,Low Latency
321,2,37.93733347685823,97.68003285106593,55.33711897497719,0.8499593305032054,0.3044904243540304,Low,1024,0.8707844148851573,Normal,DCPO-AdaBoost,High Latency
322,7,1.3268871312941954,11.072059332631568,50.313247255154,0.19624571670616564,0.9829468795547008,Medium,128,0.9435727344879714,Normal,OLSR,Low Latency
323,6,1.203965221296963,42.25484283119446,19.38630679368927,0.1255497898984771,0.6427774134799279,High,512,0.942381409004285,High-Priority,DCPO-AdaBoost,Low Latency
324,3,16.248149935562108,4.202467517140529,85.88167711681547,0.9634799474743275,0.7176761577934996,Medium,64,0.7569557980812907,Normal,DCPO-AdaBoost,Low Latency
325,9,24.48329520119282,73.99041207669303,67.69407829968374,0.10804455937640711,0.9766176373150092,High,1024,0.7330516360760899,Normal,OLSR,Medium Latency
326,6,38.54333014860888,91.80765521991506,83.79083748518036,0.47849107010718916,0.3772017824576387,Low,64,0.9163861806921481,High-Priority,DCPO-AdaBoost,High Latency
327,6,34.19643929266461,28.003732955048942,85.87642793494722,0.5855637287933019,0.8018401684528059,High,1024,0.7469280756464857,High-Priority,AODV,Medium Latency
328,1,22.35054504819974,85.83416767991208,74.83558536657398,0.5413744209074383,0.43453096330449537,Low,64,0.9549812474214171,High-Priority,AODV,Medium Latency
329,4,13.753970647455127,29.221823046189776,43.92106012497173,0.0860321570329432,0.8695336718149798,Low,512,0.9178568451586315,High-Priority,AODV,Low Latency
330,6,49.856512557869785,91.07701616439152,61.054675501542455,0.05702691400361937,0.18065754131130318,Medium,1024,0.9525476093095788,Normal,AODV,High Latency
331,6,21.366446981575052,75.3961903596784,16.036540611974313,0.10548342746103567,0.9476861770642796,Low,256,0.7897038038828038,Normal,DCPO-AdaBoost,Medium Latency
332,5,22.624212514050807,80.49067768414386,67.36454174749078,0.5855876838726125,0.21877170841087967,Medium,64,0.7949794181231706,Normal,AODV,Medium Latency
333,1,8.264828677464292,1.80065556004545,17.925325573928074,0.5443448876343211,0.3262205069809315,High,64,0.9013664669038952,Normal,DCPO-AdaBoost,Low Latency
334,8,39.76099648262148,96.2810357074026,69.39495905101568,0.23374079203674425,0.7561922341067805,High,128,0.7094337865176842,Normal,DSR,High Latency
335,5,34.71474306649628,72.66709920703232,22.959816075396866,0.6377741418455916,0.3937551415654067,Low,1024,0.9179490239012268,Normal,DCPO-AdaBoost,High Latency
336,5,11.116403678159143,30.47510953861333,11.755130015021997,0.8200675020556494,0.6082113767664467,Medium,256,0.9507349212563804,High-Priority,AODV,Low Latency
337,7,4.21081417623055,82.9394664858847,16.52844901429574,0.041578959846593766,0.4445735010694285,Low,512,0.8245490759812312,Normal,DSR,Low Latency
338,4,34.05691517352818,28.152119841492997,0.1992135219070268,0.4981299435480424,0.7423699370897818,Medium,128,0.9294636490265407,Normal,OLSR,Medium Latency
339,6,32.76010959262865,87.2753839566128,71.87396178535302,0.6893104121026903,0.22833125236861085,Medium,256,0.7523832750946785,Normal,DCPO-AdaBoost,High Latency
340,4,13.735650397210645,11.258039041193701,73.24010490583791,0.2523119270696871,0.05845798723687701,Medium,1024,0.7966781181458453,High-Priority,AODV,Medium Latency
341,3,47.54809175629548,70.36859774607957,51.493334991325945,0.3077709052931491,0.29992939747306624,High,256,0.9922914889331432,High-Priority,AODV,High Latency
342,7,7.637788799866921,54.069847664491036,16.13628010553837,0.6136379029893838,0.47430866486843026,Medium,64,0.9958984520680378,High-Priority,AODV,Low Latency
343,8,21.673506572025836,9.653447019544082,8.355433751068976,0.8979352934437369,0.16802005219267857,High,64,0.8537815159064763,High-Priority,OLSR,Medium Latency
344,4,47.186434416363184,24.189382825883897,1.912896643728701,0.8099244203028994,0.3547972896563887,Medium,128,0.980280937439163,Normal,DSR,High Latency
345,2,21.044393114613506,1.240403627731479,16.57481769652207,0.5831302190995835,0.3999830182935685,High,1024,0.8568192034170563,Normal,DSR,Medium Latency
346,3,31.96244478843787,46.876796546450585,89.08555349831467,0.7302217177572492,0.05739184368827355,High,1024,0.7874764384483471,Normal,AODV,High Latency
347,1,19.939960458343435,30.126526076000037,24.153684170168177,0.3648224702077987,0.5833072481842045,High,256,0.7800697864296315,High-Priority,DCPO-AdaBoost,Medium Latency
348,8,13.783338597198634,59.83574842977588,35.42713272172156,0.6409655280987577,0.8843434279712875,Low,128,0.9788517116104447,Normal,AODV,Low Latency
349,3,49.20048463319543,29.72378077086172,10.534548448133318,0.46618159112755697,0.15174291295305242,Medium,1024,0.7517339166921577,Normal,AODV,High Latency
350,7,20.52576691512065,29.99191115069847,22.236130474817028,0.1899361364575609,0.597808013401514,Low,64,0.8738897374605454,Normal,DCPO-AdaBoost,Medium Latency
351,5,44.71555026358881,74.31931987316034,51.922457078020514,0.7017382738772572,0.6647392049108463,Medium,256,0.8666575204188158,High-Priority,AODV,High Latency
352,5,11.5747348339652,4.814283597835345,60.775268309565256,0.556464637348822,0.41933468041928834,Medium,512,0.9218865053958984,High-Priority,OLSR,Low Latency
353,7,10.733924730851657,90.28949951919873,24.535231416621105,0.3586215819535914,0.70109758736427,Low,64,0.8497728722574324,High-Priority,AODV,Medium Latency
354,9,1.653590735937117,85.22638743911814,5.773215922511721,0.9113391900786307,0.41073154349101204,High,128,0.7816856982124403,Normal,OLSR,Low Latency
355,5,32.618174586256664,66.78046832264066,39.10328691273987,0.020934117826733267,0.5046372879774349,Medium,1024,0.7508189498894735,Normal,AODV,High Latency
356,1,18.489464551815683,59.32215701073843,23.420337092633414,0.315773151249496,0.00735304455442698,High,64,0.8862456410517675,Normal,DSR,Medium Latency
357,1,43.23147666699789,89.23024981396523,21.955392322980195,0.05688139777764656,0.6917201141346888,Low,512,0.9156972270559699,Normal,DCPO-AdaBoost,High Latency
